analyzer_version, artist_7digitalid, artist_familiarity, artist_hotttnesss, artist_id, artist_latitude, artist_location, artist_longitude, artist_mbid, artist_name, artist_playmeid, genre, idx_artist_terms, idx_similar_artists, release, release_7digitalid, song_hotttnesss, song_id, title, track_7digitalid
, 158022, 0.532850502340714, 0.3029304706245103, ARO0EUG1187B9AC250, nan, , nan, 668e5c58-903a-4aee-ba0d-9166a3bba4cc, Portable, 154330, , 0, 0, Distance, 478222, 0.0, SOZSPTD12A8C143BFD, Theresa, 5308233
, 4387, 0.7133221465467205, 0.4736131893753991, AR6CLFP1187B9ACB94, nan, Sacramento CA, nan, 8a7ca8b0-d23c-4eff-8fe9-6220ba5c9c76, Daniel Johnston, -1, , 0, 0, Welcome to my World, 546441, 0.6874706409090017, SOHWWOM12AB0186627, Story Of An Artist (Dont Be Scared), 6043996
, 5354, 0.5873322673749817, 0.4213861126004072, AR6WICD1187B998708, 39.95227, Philadelphia PA, -75.16237, 6035000d-b53b-4b01-b5a0-a7572c34e806, Christian McBride, 48629, , 0, 0, Live At Tonic, 661309, nan, SOZVLXO12AF72ABCDB, D Shuffle Jam (Part 2), 7328964
, 252201, 0.27461328335632273, 0.0, ARMFOCL119B8668919, nan, , nan, ede0d8a0-0b0a-4ded-ae3c-affba301dae8, String Trio Of New York, -1, , 0, 0, Intermobility, 324015, 0.0, SOVBVJW12AAF3B5F77, Ju Ju, 3648647
, 43762, 0.34173223003613984, 0.29682395079510554, AR3GYKU1187B996AB9, 41.05182, Stamford CT, -73.54223, 61a75fe6-c102-49bf-96b0-40a1b85c8e7c, Jim Kweskin, -1, , 0, 0, Garden Of Joy, 460926, nan, SOINHKC12AB01836E0, When I Was A Cowboy (Western Plains) (LP Version), 5132257
, 370267, 0.4999392209886847, 0.3744494304968199, ARDOOH01187B991055, nan, , nan, 344c5e8c-d4f1-4bec-8ff5-08ef100a9e5d, Ultraviolence, 160798, , 0, 0, Blown Away, 681735, 0.21508031850922793, SODKUVJ12AB0187A4A, I Destructor (Lenny Dee Mix), 7565989
, 263179, 0.4866791431655032, 0.36250143392097245, ARVUAJC1187B9908A5, nan, Speedball, nan, dcaedaf8-b460-4966-8a05-1a080a6734fb, Speedball, -1, , 0, 0, Maximum Speed, 675629, 0.25510303553912445, SOMJNMD12AB0187F93, No Survivors, 7493527
, 403537, 0.4938911529792842, 0.3554959565796879, ARM63WJ1187B9951EA, nan, , nan, a58d6509-7716-4b2f-a145-c642144bbd76, Autumnblaze, -1, , 0, 0, DämmerElbenTragödie, 549533, 0.40790171721807383, SOZNBMX12AB0182AD1, Her Golden Robe In Silence Veiled, 6073670
, 31395, 0.7323938630696031, 0.49622434864396775, ARBQPXY1187B98D67B, 25.89958, Brownsville TX, -97.49553, cb1ca13a-4821-4e66-aff0-0fd6b3dc9a81, Kris Kristofferson, 3139, , 0, 0, Original Album Classics, 668413, 0.3603705827121406, SOIRIWN12AB0183AE7, Same Old Song, 7410905
, 11062, 0.55319423352061, 0.35980722500277096, ARPVFV91187B98BB94, nan, , nan, 95927574-d2b9-4756-b7d6-09b3c248c311, Cinder, 42106, , 0, 0, House Full Of No Trust, 46067, 0.21204540548371908, SOESNFW12A6D4F995F, The Ride (Album), 492038
, 9253, 0.553104832920521, 0.36035044785399334, AR6TD9K1187B9A207D, 35.00459, Cotton Plant AR, -91.25019, f5625c87-5a62-4b3b-a375-fe08a71acddc, Sister Rosetta Tharpe, 21155, , 0, 0, Complete / Intégrale Vol. 5 (1953-1957), 376512, nan, SOGNFKZ12A8C145224, Two Little Fishes_ Five Loaves Of Bread, 4188442
, 103932, 0.6680202487233046, 0.5169637307383411, ARYF20K1187B9B76BD, nan, ORANGE California, nan, 4a41c200-153b-4158-87b3-db0fea627e2c, George Lopez, -1, , 0, 0, El Mas Chingon, 591025, nan, SOSJVGP12AB0185B95, Church Hangover, 6555113
, 1448, 0.8172562925023776, 0.7352088777469941, ARH861H1187B9B799E, nan, Kingsland AR, nan, d43d12a1-2dc9-4257-a2fd-0a3bb1081b86, Johnny Cash, 4281, , 0, 0, The Legend, 785786, 0.3264782375027913, SOHHGUG12A6D4F4E77, I Got Stripes (Live), 8694623
, 527702, 0.4612861622886023, 0.0, ARHWRBR119B8669309, nan, , nan, 6d2e94ff-76f7-45f7-a7ce-9fe724952b8b, Hatesex, -1, , 0, 0, Unwant, 709759, nan, SOBIPBF12AB0184B0C, The Greed Of Our Stare, 7870634
, 230367, 0.6251867974682902, 0.38880031291510264, ARE17W51187FB5381B, 51.50632, London, -0.12714, 3ab20833-bea6-4972-9e83-14599e3666a1, Rui Da Silva, -1, , 0, 0, Praying Mantis, 713491, nan, SONUTGA12AB0187F44, The Contracting Perception Of Consciousness, 7915175
, 190803, 0.6205019249164577, 0.3018470948111364, AR8U8G41187B9A833B, nan, , nan, 110500b0-78a7-41cb-8535-9f37ab35a902, Tim Exile, -1, , 0, 0, Tim Exiles Nuisance Gabbaret Lounge, 246546, 0.4287022625232594, SOIGIUZ12A8C1337B1, Post-Toxic Finger Disorder, 2676905
, 3254, 0.32521914304845917, 0.2700999824694024, ARQVTCN11E2835DFFD, nan, , nan, f4847b22-6278-4963-aae6-43f6958ec261, Marcel Mouloudji, 27517, , 0, 0, 36 Grands Succès, 299377, nan, SORRQLD12A8C139E8D, Qui Donc A Changé ?, 3374877
, 177304, 0.448124002912, 0.31552295903196886, AR8W2DS1187B9B6E36, nan, , nan, c11db213-a40e-43c1-b2b7-cc2f0f08cb5b, Alex Theory, -1, , 0, 0, Gathering The Tribe, 232875, 0.5346295822083406, SOHHKOU12A81C224B2, Lotus Kiss, 2554509
, 19769, 0.015557880683016383, 0.34424658036403843, ARHO1WI1187B98CB84, nan, , nan, d1de79d5-3ca3-42f5-8d82-fbc71a76ec93, Michael Card, 98377, , 0, 0, Joy in the Journey, 64429, 0.0, SOWUAYB12A6D4FA1D4, So Many Books ... (The Word Album Version), 669329
, 152906, 0.3272331914161043, 0.06372498646333741, ARYUHNV1187FB482AF, nan, , nan, acf836d7-c773-40ee-860b-5f4024e8e97f, Megadrums, -1, , 0, 0, Transformation, 202993, 0.0, SOYTQGO12A8C138C1B, Drummers Circle, 2206387
, 39368, 0.4371937769385019, 0.3161559873970384, AROBQ0B1187FB404F6, 30.42084, Pensacola FL, -87.21724, f1e23fa9-87f0-44ed-a46d-c91f72a9bbd8, Walter Jackson, 6852, , 0, 0, Welcome Home / The Okeh Years, 286522, 0.3532613542649873, SOOOBCE12A8C134019, What Would You Do, 3214845
, 172352, 0.7541808331304262, 0.47625416220006334, ARYNSN31187FB4C573, 39.96196, Columbus OH, -83.00298, af308783-61fb-492b-9c37-a8cf48f2f064, Bizzy Bone Presents, -1, , 0, 0, Double R, 346713, 0.34092275586437804, SOROLCY12AB0182652, Intro, 3893631
, 3369, 0.58400755313893, 0.40902774457009566, ARE9SYU1187B9B9838, 29.18752, OCALA Florida, -82.14039, 44419ff2-0251-49ba-933b-b09733ff9adb, Jerry Reed, 11430, , 0, 0, Les 100 Plus Grands Titres Country, 792118, nan, SOWBEBK12AB018306A, When Youre Hot_ Youre Hot, 8763305
, 11550, 0.782555689040213, 0.33536857774641954, ARZCXO91187FB53708, 32.67828, Georgia, -83.22295, c7d13c98-8896-4105-b68d-698d4f54ffcd, Justin, 70751, , 0, 0, Justin In Love With HK Philharmonic Concert Live, 74803, nan, SOLIAYU12A6D4F9923, Kong, 771830
, 192910, 0.41838181163382604, 0.31748634837422507, ARPEJMN11F4C84080E, 38.00335, Virginia, -79.77127, , New Roanoke Jug Band, -1, , 0, 0, Play It For A Long Time, 250057, 0.0, SOOBRTK12A8C13D6A9, When Those Two Towers Fell, 2932522
, 434953, 0.5224238291059312, 0.417591879764777, ARJJRZ41187FB4C856, nan, , nan, 6dd5961a-16e7-4f03-8385-b251e12f9698, Floor, -1, , 0, 0, Its Not The Same, 769742, 0.26695518627553855, SONROBV12AB0188BC7, Ignis, 8524649
, 22360, 0.38980296682759785, 0.287731467837425, ARELA4P1187B991507, 31.1689, Texas, -100.07715, cb87bb99-3092-4be5-a515-ce8b0699f66f, Charles Williams, -1, , 0, 0, Close Up, 675210, nan, SOLWBGS12AB0187EAD, Close Up, 7488367
, 391, 0.40737228057002517, 0.4824868021390311, AR1VWD91187FB4CE99, 54.97791, Newcastle, -1.61237, 4d8afa16-4018-4ca8-8b5e-ede8f9314562, The Animals_ Sonny Boy Williamson, 44693, , 0, 0, The Animals with Sonny Boy Williamson, 759910, 0.2884816426560289, SOOCWAO12AB01852C1, Bo Diddley, 8413829
, 270028, 0.7137828859773337, 0.5291669829264597, ARUYVDC12086C11D5C, nan, Stockholm, nan, f7df5df4-4dfa-459d-972b-1ba051c15ddc, Fever Ray, 116389, , 0, 0, Live In Lulea, 645658, 0.5543841211839374, SOJDJRK12AB018565D, Im Not Done, 7153317
, 174926, 0.39885871321158833, 0.3410613992194141, ARUT60Q1187B9B90E9, nan, , nan, ef2e5f5b-3564-45f2-8fb6-72bad452aeba, Orquesta Broadway, 152305, , 0, 0, Tiqui_ Tiqui, 782449, 0.0, SOYNXWG12AC468F51A, La Sitiera, 8653786
, 9558, 0.6119429558981506, 0.40319797771654287, AR8Q4RZ1187FB46BDC, 33.01158, Linden TX, -94.365, f1a3fb4a-fff6-4556-a290-3704b109da90, T-Bone Walker, 7295, , 0, 0, Bobby Sox Blues - EP, 686635, nan, SOQYKBE12AC46867EE, Teenage Baby (Digitally Remastered), 7619964
, 198574, 0.6375333862984804, 0.31061428147376885, ARMBR4Y1187B9990EB, 37.77916, California - SF, -122.42005, d518ccb5-d04e-4fe4-bf04-3c306137f68f, David Martin, 180241, , 0, 0, Something in Your Eyes, 609306, 0.0, SOHWKQE12A8C142406, It Must Be, 6770890
, 7037, 0.8048388888270448, 0.45784115609436704, AR0CANF1187B9AF35F, 34.05349, Los Angeles California, -118.24532, c71abd83-9d66-4c7b-9f0d-c9c36e85a955, Dilated Peoples, 457, , 0, 0, Neighborhood Watch, 10168, 0.5589973270385168, SOUYTJK12A6701CD3D, Big Business, 104155
, 196711, 0.6519578769369507, 0.4362205481837596, ARDDTL91187B9974A7, nan, , nan, 4e359ed9-ea2a-46ac-9f54-df3cdfa4d95e, Warren Barfield, 7127, , 0, 0, Reach, 578327, 0.0, SOYVONC12AB0187167, Shadow, 6415474
, 313474, 0.45393336167444404, 0.32919497765107164, ARZJFLE12086C117FF, nan, , nan, 95f9f1ef-4c6b-4181-b33a-c1753b0faee1, MN, -1, , 0, 0, Speed 002, 627032, nan, SOQYLQN12AB01801B8, The Truth, 6959620
, 30269, 0.49883497525793824, 0.37996076697507797, AR9OLFX1187B9A5762, 31.30757, Kosse TX, -96.63166, c727f585-54e0-4e0d-b8ad-05f216f99244, Bob Wills, 4912, , 0, 0, Bob Wills and His Texas Playboys 1932-1947, 686979, nan, SOCXXWR12AC468929B, Sittin On Top of the Wolrd, 7624434
, 352369, 0.4541228404623024, 0.3303005838271262, ARYPRAG11F50C48C62, nan, , nan, 19f5f292-b684-4bb4-8301-0b8fc7c2cecc, Checkers, -1, , 0, 0, Flame In My Heart, 475792, nan, SOHLKRL12A8C141B63, Oh Oh Oh Baby, 5282644
, 70032, 0.49019363397840465, 0.37747250731152715, ARYN8YT1187FB38396, nan, , nan, a1658d98-c4dc-40b9-8bbd-9793f44e64dd, Los Iracundos, 23883, , 0, 0, Discografía Completa Volumen 14, 747108, nan, SOAZTBX12AC4689A69, Adios...Borron Y Cuenta Nueva, 8268985
, 1633, 0.6268031063273776, 0.4052346907874076, ARJ9DSA1187B990E00, nan, , nan, 4756395c-57ed-4a63-afb2-01117f14dff6, John And The Bluesbreakers Mayall, 19569, , 0, 0, PADLOCK ON THE BLUES, 521576, 0.5317220984213001, SOFEAJC12A58A7F3AA, A Hard Road, 5766243
, 31125, 0.6195309911238334, 0.3543696158071208, ARVUQIC1187B9A7C66, nan, , nan, b264fc6e-bebc-47c2-a519-1ce8cb53279c, Hevia, 10366, , 0, 0, Étnico Ma Non Troppo, 150268, 0.42409081096743817, SORZPFY12A8C137448, San Xuan, 1566908
, 4900, 0.3817808805646497, 0.30591777539675086, ARK6JC91187B9B4B2D, nan, United States, nan, c708164c-edc4-4128-b7b7-83256ba830fe, Babbie Mason, 31558, , 0, 0, Isnt That Just Like God (Studio Track), 646375, nan, SORRXOY12AB0183759, Isnt That Just Like God (Low Key Performance Track Without Background Vocals), 7161116
, 162212, 0.6092941551456632, 0.3730604928119009, AROGAPH1187B98CF9C, nan, , nan, 93942b87-215a-4626-b5ec-bf129d9fa2f6, Benabar, 6211, , 0, 0, Les Risques du Métier, 280472, 0.4649239941807177, SOADDVU12A8AE47512, Le Zoo De Vincennes, 3125967
, 5907, 0.5380855007945653, 0.3135007553703385, AR8ACFK1187B9B4063, nan, New Orleans LA, nan, 5849fa32-0283-4204-9d1b-507cfaf9d4a2, Champion Jack Dupree, 19460, , 0, 0, Champion Jack Dupree Of New Orleans, 372926, 0.0, SOJMOIF12A8C14397B, Christina Christina Blues, 4151927
, 50493, 0.620392055892929, 0.3906605227228718, ARLDW2Y1187B9B544F, 39.75911, Dayton OH, -84.19444, a13c01e2-7739-4b25-af65-38e2fcb560e2, Tommy James & The Shondells, -1, , 0, 0, The Boat That Rocked, 407416, 0.6972414451383805, SOFPQSC12A58A7B165, Crimson And Clover, 4526060
, 22360, 0.38980296682759785, 0.287731467837425, ARELA4P1187B991507, 31.1689, Texas, -100.07715, cb87bb99-3092-4be5-a515-ce8b0699f66f, Charles Williams, -1, , 0, 0, Moods, 678009, 0.0, SOPIDCK12AB018DAF8, Barrage, 7521804
, 123528, 0.580971509956603, 0.34873592978406104, ARELFAE1187FB40D0A, nan, , nan, 4e01e834-c872-4c76-87ab-c2304efa5e7e, Bally Sagoo, 65999, , 0, 0, Wham Bam!! Bhangra Remixes, 540707, 0.0, SOAPUWG12AB017DE50, Mele Wich Ayee (Shaan Remix), 5987742
, 363158, 0.39632710921633696, 0.3270127926987286, ARMAOIY1187B9A3893, nan, , nan, e91504af-0b68-4729-8184-f567016658ff, Jerry Yan, 169859, , 0, 0, My Secret Lover_ Jerry Yan, 704552, nan, SOMOINR12AB0189188, XI GUAN LIANG GE REN, 7818578
, 19402, 0.490303980373673, 0.33441527067536053, ARRPCKN1187FB5BA2F, 33.20271, Naples TX, -94.68121, c29fd6f3-56d9-4f3e-bfcd-ad1fea6329a4, Z.Z. Hill, 18188, , 0, 0, The Brand New Z.Z. Hill, 566959, 0.23376270577652303, SOBAMRQ12A8C141DF3, Faithful and True (Collectors Version), 6279052
, 95538, 0.32412862831801836, 0.19119399348566748, ARDGBFI1269FCD6AA6, nan, , nan, 1b5001de-400a-406f-be12-160cf503854f, The Grease Band, -1, , 0, 0, Grease Band & Amazing Grease, 120715, 0.21948217171712114, SODYMWS12A8C141577, Laughed At The Judge, 1248312
, 10778, 0.6954165190418939, 0.41211049520526744, ARGEKDX1187FB3A5BF, 40.65507, Brooklyn NY, -73.94888, 8fbabd07-4b2b-4f4c-add5-680429a8c44a, Marcus Miller, 14094, , 0, 0, Original Album Classics, 645030, 0.6090439426773437, SOKNAQC12A58A7EE5C, Outro Duction, 7148175
, 22209, 0.36061366996779365, 0.0, ARGXNS21187B999665, 27.9758, Florida, -81.54106, e2388d6b-e615-45ce-a3b1-f82d36b29269, Tina Britt, -1, , 0, 0, Blue All The Way, 32680, 0.0, SOBHGWG12A6D4F50D2, He Put The Hurt On Me, 351452
, 508442, 0.6003533140001155, 0.3867514752376603, ARFZNDU1187FB417FC, nan, , nan, e22e9902-4415-4c7d-8527-32611bd603d1, X-Static, -1, , 0, 0, The Best Of X-Static, 684294, nan, SOVZIXG12AC3DF5331, Murderous Style, 7594503
, 4726, 0.4420249810973847, 0.28603261691822185, AR0NQD81187FB3AD13, 32.74863, Fort Worth TX, -97.32925, b557566c-3987-4548-846a-a685ac096db7, Gary Morris, -1, , 0, 0, Greatest Hits Vol. II, 615142, nan, SOUGZYV12A8C143A6F, Youre Welcome To Tonight (Duet w/ Lynn Anderson) (Album Version), 6838571
, 39733, 0.48504926829573464, 0.25822409030186455, AR0B5HI1187B9B9DB9, nan, , nan, 5d14f4d0-2f40-42fc-8dbe-3d729314fa12, Silvério Pessoa, -1, , 0, 0, Cabeça elétrica coração acústico, 254082, 0.0, SOHLFWF12A58A7989F, Eu vi a maquina voadora, 2879115
, 13132, 0.6386140224507543, 0.601436482837353, AR4L4WQ1187FB51996, nan, Braintree Essex England, nan, 4a4ee089-93b1-4470-af9a-6ff575d32704, The Prodigy, 40163, , 0, 0, Experience: Expanded (Remastered), 279573, nan, SORERTC12A8AE454B3, Music Reach (1/2/3/4) (Remastered), 3113331
, 171131, 0.5107980105115456, 0.35223551654624485, ARKRQSV1187B99FB13, 35.14968, Memphis TN, -90.04892, c4a20639-20b1-43f8-8267-e9163f60cfee, Deborah Allen, 112382, , 0, 0, Karaoke: Country Queen - Singing to the Hits, 610244, 0.26586104921065007, SODMROC12A8C1443E7, I Will Always Love You, 6783338
, 17247, 0.6796169574734832, 0.35447219105183414, ARB3YS71187FB4E54E, nan, , nan, ba713ef2-53b7-4990-92ff-8611dd6cb716, Tomorrow, 99170, , 0, 0, Tomorrow, 24732, 0.0, SOBHRIK12A6D4F6E75, Colonel Brown (1999 Digital Remaster), 262266
, 493, 0.6294632451871911, 0.42479123557056614, ARJPZSG1187FB3E985, 18.01571, Kingston Jamaica, -76.79731, 38d64df7-5b7f-42ca-9d98-9541640ca84f, John Holt, 64632, , 0, 0, John Holts 21 Miles From You, 349121, nan, SOCYTFB12AB017F7CE, The Tide Is High - Original, 3897276
, 124984, 0.6546449746458465, 0.450775217814067, ART09111187FB5BF48, 32.36503, Meridian MS, -88.70307, ef354948-8135-45c0-b48e-9d82fa85e20f, Ty Herndon;Stephanie Bentley, 10017, , 0, 0, This Is Ty Herndon:  Greatest Hits, 283030, 0.4051157216913865, SOVWNAS12A8C130573, Heart Half Empty, 3164822
, 28882, 0.3964552539172961, 0.2992303679293693, ARH4Z031187B9A71F2, 40.73197, Newark NJ, -74.17418, 8f2974e0-3647-48f6-86f8-603a2c5f31ae, Faye Adams, 70806, , 0, 0, Shake A Hand, 373723, 0.0, SOCSZYG12AB01871C2, My Greatest Desire, 5660450
, 63381, 0.8374501282954904, 0.47676086709831694, ARDEC2A1187B9A460E, nan, Cleveland OH, nan, d624df22-b03d-4746-ac28-a4bd72aeec26, Chimaira, -1, , 0, 0, Resurrection, 142667, 0.6290718355952272, SOATHUP12A8C131DC3, The Flame, 1487059
, 11546, 0.6168845440365633, 0.34384449941445117, ARZBYDY1187FB46DD7, 42.54843, Vernet les Bains, 2.38596, 5cad62bb-d08e-4ed7-9b22-7c2026587fc4, Cali, 65261, , 0, 0, Lodio del mondo rese luomo schiavo dellamore, 808649, 0.0, SOESWTI12AB0184D39, Sta giu (feat. Dj Rockdrive), 8940838
, 82, 0.6371812839675844, 0.4491399510400711, AR0N0DX1187FB41327, 51.50632, London England, -0.12714, 4fafdd2b-4cd0-4cc7-a338-cd94cfceeea4, The Master Musicians of Jajouka featuring Bachir Attar, -1, , 0, 0, The Master Musicians of Jajouka, 22067, 0.30416950343527516, SOSFVEI12A6D4F7C84, The Truth Forever, 228120
, 97452, 0.28216757765273126, 0.29301071237902965, ARMW8O71187B98CD90, nan, , nan, 049f3e13-75f1-4454-8fd2-3605936ab794, Angélla Christie, 27938, , 0, 0, Eternity, 578604, 0.20488271774216135, SONOQCH12A6D4FE0EE, Walk With Me, 6404908
, 4738, 0.48214832497096216, 0.3441981874832948, ARFCOGY1187FB454B4, nan, Detroit MI, nan, 29e51d5b-33e6-4646-be96-245c77a49d36, The Winans, -1, , 0, 0, Carry me Home - The Power Of Gospel, 572666, 0.5729201479465231, SOHPFNX12AB018A5FE, Everything You Touch Is a Song, 6346454
, 1650, 0.5492829074585028, 0.3475475805256747, ARQCHDN1187FB4C7C2, -22.97673, Rio de Janeiro Brazil, -43.19508, f926459e-1bd2-42a6-a174-8994ad950591, Luiz Bonfa, 45970, , 0, 0, Solo in Rio 1959, 559294, 0.3552855364230894, SOJDTBL12AB0188BF6, A Brazilian in New York, 6191094
, 15464, 0.3345427836570606, 0.04903438084848781, AROIHOI122988FEB8E, nan, , nan, , Mario Rosenstock, -1, , 0, 0, Gift 2, 281000, nan, SODKPPT12A8AE46A99, De Tree Little Pigs, 3125790
, 1283, 0.8339679720525084, 0.5769038155883393, ARE8GLF1187FB52532, nan, , nan, 8bfac288-ccc5-448d-9573-c33ea2aa5c30, Red Hot Chili Peppers, 1320, , 0, 0, Californication, 30956, nan, SOPNFTX12A67020455, Get On Top (Album Version), 336021
, 54273, 0.84775465607329, 0.49420685530211234, ARJBWQI1187B9B17D1, nan, Orlando FL, nan, 1f5ff245-2837-4d4a-a609-e93e544478c3, Trivium, 5414, , 0, 0, Shogun, 317615, 0.47405483093120077, SOIWZZD12A8C14505C, Upon The Shores [Explicit], 3588127
, 172558, 0.370429861995241, 0.26626975719270224, ARENLSD1241B9C71B9, nan, , nan, , Mack and Jamie, -1, , 0, 0, Extreme Channel Surfing, 225374, nan, SOWBRZR12A58A7B5D2, Slimy Little Troll, 2465515
, 188694, 0.564710159052268, 0.4159376408281591, ARYZV2X1187B997BE7, nan, California - LA, nan, b6f93b66-30e7-4b9b-a70b-4fb82f8cb24c, Chris Standring, -1, , 0, 0, Soul Express, 531919, 0.4944895175021134, SOPOTLV12AB017C1F7, Mumbo Jumbo (jazz), 5878396
, 20480, 0.6507269244411518, 0.42382566334467503, ARM0RY81187B9AF248, 34.05349, Los Angeles CA, -118.24532, db403e3d-4753-45d6-8fcb-94db03e882e1, Jerry Goldsmith, 7438, , 0, 0, Rambo - First Blood, 189516, nan, SOBRVRZ12A8C132DE5, First Blood, 2057842
, 17075, 0.4124730423730093, 0.3069763072258157, AR9F71I1187FB46CAF, nan, , nan, 63da067e-d1ba-4e39-a1ac-ef09594993c4, Gordon MacRae, 149144, , 0, 0, Stars Of The Summer Night, 301417, nan, SOWTBIV12A8C13B607, Do You Ever Think Of Me, 3391759
, 1633, 0.6268031063273776, 0.4052346907874076, ARJ9DSA1187B990E00, nan, , nan, 4756395c-57ed-4a63-afb2-01117f14dff6, John Mayall & The Bluesbreakers, 19569, , 0, 0, Plays John Mayall (Live At Klooks Kleek), 45795, nan, SOKWXEW12A6D4F7F9E, Crawling Up A Hill - version 2 - mono_ live, 488720
, 8583, 0.5743000682773265, 0.3755935825851729, ARTDUXM1187B9899ED, 32.33112, Edwards MS, -90.60536, c71b4f57-29da-4bf2-bccb-9dc81cd2d905, Charley Patton, 17678, , 0, 0, Essential Delta Blues, 688952, nan, SOFLCWE12AC468C2B2, Moon Going Down, 7647278
, 61219, 0.7102033774028097, 0.5148498795731506, ARUWB5W1187B98D7A1, nan, Helsinki Finland, nan, 6e64cbfa-1a60-450e-81f4-c044c868ab24, Ensiferum, -1, , 0, 0, Ensiferum, 411428, 0.6910425455861244, SOZSSJQ12AB01852D1, Hero In A Dream, 4573890
, 9907, 0.5787043307463909, 0.3698838279488981, ARTJPHB1187B9968E5, nan, , nan, 6fca7e3e-d00c-45f0-aa94-c2992f637353, The Race, -1, , 0, 0, Raising Children/Go Figure, 13904, nan, SOEJFMF12A670209F0, Raising Children, 144389
, 217605, 0.43978994682621575, 0.2700252448023299, ARIULTJ1187B9A2017, nan, , nan, 67ee5be4-9384-4408-8e27-679b7bb040cb, Neviss, 94752, , 0, 0, Backseat Travelling, 272685, nan, SOGVRQG12A58A7E69B, Epilog, 3040248
, 4411, 0.6411975149842052, 0.44865347112982507, AR4TLW81187B99683D, nan, Syracuse NY, nan, 0685ac4a-5cfc-408a-b391-903ea20e00bf, Martin Sexton, 53504, , 0, 0, Live Wide Open, 519688, 0.30416950343527516, SOKQYBC12AB0183C87, Ice Cream Man, 5749568
, 36258, 0.2491692630582695, 0.0, ARVNIVQ1250941026F, nan, , nan, , Dylan Kuo, -1, , 0, 0, Not Anymore, 48593, nan, SOBHDHC12A6D4FA2A4, Ji Xiang Yan Chu, 520012
, 23909, 0.5986364339485454, 0.2328250608705825, ARNNHLN1187FB42912, 29.07904, Hermosillo Sonora Mexico, -110.94695, 4eccbfad-11fc-4d5b-9e74-e3f1f0b422a6, Yahir, -1, , 0, 0, Con el alma entre las manos, 75789, 0.0, SONKDJU12A67FFB313, No seamos tontos, 717392
